emoticon_code,description
ʕ๑•́ ᴥ •̀ʔ♥ʕ≚ᴥ≚oʔ,con gấu
ʕ๑•́ ᴥ •̀ʔ❁c(◕ᴗ◕✿),con gấu
ʕ๑•́ ᴥ •̀ʔ🍎,con gấu
ʕ๑•́ ᴥ •̀ʕ♥ᴥ♥๑ʔ,con gấu
ʕ๑•́ ᴥ •̀๑ʔ,con gấu
ʕ๑•́ ᴥ •̀๑ʔ/♥,con gấu
ʕ๑•́ ᴥ•̀ ʕ♥ᴥ♥๑ʔ,con gấu
ʕ๑•́ ᴥ•̀ʔ♡ʕ•́ ᴥ •̀๑ʔ,con gấu
ʕ๑•́ ᴥ•̀ʕ♥ᴥ♥๑ʔ,con gấu
ʕ๑•́ᴥ •̀๑ʔ,con gấu
ʕ๑•́ᴥ •̀๑ʔ(◕∀◕o)⁼³₌₃,con gấu
ʕ๑•́ᴥ•̀ʔ(◕∀◕o)⁼³₌₃,con gấu
ʕ๑•́ᴥ•̀ʔʕ•́ᴥ•̀๑ʔ,con gấu
ʕ๑•́ᴥ•̀ʔʚ(╹.╹)ɞ,con gấu
ʕ๑•́ᴥ•̀ʔ♡ʕ•́ ᴥ •̀๑ʔ,con gấu
ʕ๑•́ᴥ•̀ʔ♡ʕ•́ᴥ •̀๑ʔ,con gấu
ʕ๑•́ᴥ•̀ʔ♡ʕ•́ᴥ•̀๑ʔ,con gấu
ʕ๑•́ᴥ•̀ʕ♥ᴥ♥๑ʔ,con gấu
ʕ๑•́ᴥ•̀๑ʔ,con gấu
ʕ๑•́ᴥ•̀๑ʔ(◕∀◕o)⁼³₌₃,con gấu
ʕ๑•ᴥʕ•͡ᴥ•oʔ,con gấu
ʕ๑•ᴥʕ•͡ᴥ•๑ʔ,con gấu
ʕ๑•ᴥʕ•ᴥ<๑ʔ,con gấu
ʕ๑•ᴥ•ʔ,con gấu
ʕ๑•ᴥ•ʔ(°ε^○),con gấu
ʕ๑•ᴥ•ʔฅʕᵔᴥᵔoʔฅ,con gấu
ʕ๑•ᴥ•ʔ•͡ᴥ•ʔ,con gấu
ʕ๑•ᴥ•ʔ•͡ᴥ•๑ʔ,con gấu
ʕ๑•ᴥ•ʔ├┬┴┬|(◕(ｴ)◕),con gấu
ʕ๑•ᴥ•ʔ├┬┴┬|ฅʕᵔᴥᵔoʔฅ,con gấu
ʕ๑•ᴥ•ʔ♡ʕ≚ᴥ≚oʔ,con gấu
ʕ๑•ᴥ├┬┴┬┴,con gấu
ʕ๑⁰̈ᴥ⁰̈ʔ•͡ᴥ•๑ʔ,con gấu
ʕ๑⁰̈Ⓣ⁰̈ ʔ•͡ᴥ•❀ʔ,con gấu
ʕ๑⁰ᴥ-ʔ•͡ᴥ•๑ʔ,con gấu
ʕ๑⁰ᴥ├┬┴┬┴,con gấu
ʕ๑≚ᴥ≚ʔ(≧ω≦●),con gấu
ʕ๑≚ᴥ≚ʔʕ≚ᴥ≚๑ʔ,con gấu
ʕ๑≚ᴥ≚ʔ♡,con gấu
ʕ๑≚ᴥ≚ʔ♡ʕ≚ᴥ≚๑ʔ,con gấu
ʕ๑≚ᴥ≚ʔ✧,con gấu
ʕ๑≧ᴥ≦(ᵔᴥᵔ✿),con gấu
ʕ๑≧ᴥ≦(ᵔ㉨ᵔ✿),con gấu
ʕ๑≧ᴥ≦(⁰̈ᴥ⁰̈๑),con gấu
ʕ๑≧ᴥ≦(⁰̈ᴥ⁰̈๑)ʕ ⁰̈Ⓣ⁰̈ ʔ,con gấu
ʕ๑≧ᴥ≦(⁰̈ᴥ⁰̈✿),hoa
ʕ๑≧ᴥ≦(◕ᴥ◕✿),con gấu
ʕ๑≧ᴥ≦(ꔸᴥꔸ✿),hoa
ʕ๑≧ᴥ≦\(◕ᴥ◕✿)/,koala
ʕ๑≧ᴥ≦ʕ ⁰̈Ⓣ⁰̈ ʔ,con gấu
ʕ๑≧ᴥ≦ʕ≚ᴥ≚oʔ,con gấu
ʕ๑≧ᴥ≦ʕ≚ᴥ≚๑ʔ,con gấu
ʕ๑≧ᴥ≦ʕ♥ᴥ♥๑ʔ,con gấu
ʕ๑╥ᴥ╥ʔ,con gấu
ʕ๑╥ᴥ╥ʔʕ ╥ᴥ╥๑ʔ,con gấu
ʕ๑╥ᴥ╥ʔʕ•͡ᴥ•  ʔ,con gấu
ʕ๑╥ᴥ╥ʔʕ╥ᴥ╥  ʔ,con gấu
ʕ๑╥ᴥ╥ʔʕ╥ᴥ╥๑ʔ,con gấu
ʕ๑╥ᴥ╥๑ʔ,con gấu
ʕ๑╹ᴥ╹ʔ/❀,con gấu
ʕ๑╹ᴥ╹๑ʔ,con gấu
ʕ๑○ᴥ○ʔ,con gấu
ʕ๑○ᴥ○ʔ(◕U◕c),con gấu
ʕ๑○ᴥ○ʔ(◕▿◕c),con gấu
ʕ๑○ᴥ○ʔʕᵔᴥᵔ✿ʔ,con gấu
ʕ๑○ᴥ○ʔฅ,con gấu
ʕ๑○ᴥ○ʔ♡ʕ•͡ᴥ•❁ʔ,con gấu
ʕ๑●ᴥ●ʔ,con gấu
ʕ๑●ᴥ●ʔ(◕ε◕),con gấu
ʕ๑●ᴥ●ʔ(◕ε◕๑),con gấu
ʕ๑◕ᴥ◕(◕ᴥ◕✿),con gấu
ʕ๑◕ᴥ◕ʔ,con gấu
ʕ๑◕ᴥ◕ʔ•͡ᴥ•๑ʔ,con gấu
ʕ๑◕ᴥ◕ʔ☆ﾟ.*･｡ﾟ,con gấu
ʕ๑◕ᴥ◕๑ʔ,con gấu
ʕ๑◞◟๑ʔ,con gấu
ʕ๑❛ᴥ❛ʔ,con gấu
ʕ๑❛㉨❛ʔ,con gấu
ʕ๑ꔸᴥꔸʕ ⁰̈Ⓣ⁰̈ ʔ,con gấu
ʕ๑ꔸᴥꔸʕ ≚Ⓣ≚ ʔ,con gấu
ʕ๑ꗞᴥꗞʔ♥,con gấu
ʕ๑ꗞ㉨ꗞʔ,con gấu
ʕ๑･ᴥ･ʔ,con gấu
ʕ๑￫ᴥ￩ʔ,con gấu
ʕ๑￫ᴥ￩๑ʔ,con gấu
ʕຈ♥Ꮂ♥ʔ,koala
ʕཀ ͜つཀʔ,con gấu
ʕཀ ͟ل͜ཀʔ,con gấu
ʕཀഌཀʔ,con gấu
ʕཀᎲཀʔ,koala
ʕཀᗝཀʔ,con gấu
ʕᗒĹ̯ᗕʔ,con gấu
ʕᗒᎲᗕʔ,koala
ʕᚖ!ᚖʔ,con gấu
ʕᚖᎲᚖʔ,koala
ʕᚖ益ᚖʔ,con gấu
ʕᴖﻌᴖ๑ʔ,con gấu
ʕᴗ.ᴗʔ,con gấu
ʕᴗ.ᴗʔzZ,con gấu
ʕᴗ.ᴗʔ💤,con gấu
ʕᴥ • ʔ,con gấu
ʕᴥ°ʔ,con gấu
ʕᴥ·ʔ,con gấu
ʕᴥ·　ʔ,con gấu
ʕᴥ·　ʔ ʕ •ᴥ•ʔ,con gấu
ʕᴥ• ʔ,con gấu
ʕᴥ• ʔ ☝,con gấu
ʕᴥ• ʔ☝,con gấu
ʕᵒᴥᵒʔ,con gấu
ʕᵒᴥᵒ✿ʔ,con gấu
ʕᵔ ³ᵔʔ,con gấu
ʕᵔ ³ᵔʔʕᵔ.ᵔʔ,con gấu
ʕᵔ ³ᵔʔʕᵔUᵔʔ,con gấu
ʕᵔ ³ᵔʔʕᵔωᵔʔ,con gấu
ʕᵔ//Ꮂ//ᵔ`oʔ,koala
ʕᵔ//Ꮂ//ᵔ`๑ʔ,koala
ʕᵔ//Ꮂ//ᵔoʔ,koala
ʕᵔ//Ꮂ//ᵔ๑ʔ,koala
ʕᵔ//Ꮂ//ᵔ✿ʔ,koala
ʕᵔ//ᴥ//ᵔ  ʔ,con gấu
ʕᵔ//ᴥ//ᵔ ʔ,con gấu
ʕᵔ//ᴥ//ᵔoʔ,con gấu
ʕᵔ//ᴥ//ᵔʔ,con gấu
ʕᵔ//ᴥ//ᵔʔ(≧◡≦✿),con gấu
ʕᵔ//ᴥ//ᵔʔ⊂(´ω`⊂ ),con gấu
ʕᵔ//ᴥ//ᵔ❁ʔ,con gấu
ʕᵔ/ᴥ//ᵔʔ,con gấu
ʕᵔ/ᴥ/ᵔʔ,con gấu
ʕᵔUᵔʔ,con gấu
ʕᵔ\\ᴥ\\ᵔʔ,con gấu
ʕᵔ³ᵔʔʕᵔωᵔʔ,con gấu
ʕᵔᎲᵔ๑ʔ,koala
ʕᵔᎲᵔ●ʔ,koala
ʕᵔᴥ0❀ʔ,con gấu
ʕᵔᴥoʔ,con gấu
ʕᵔᴥo❀ʔ,con gấu
ʕᵔᴥᵔ  ʔ,con gấu
ʕᵔᴥᵔ ʔ,con gấu
ʕᵔᴥᵔ ʔb,con gấu
ʕᵔᴥᵔ ʔฅ,con gấu
ʕᵔᴥᵔ ʔ♡ʕ ᵔᴥᵔʔ,con gấu
ʕᵔᴥᵔ ʔ♡ʕᵔᴥᵔ ʔ,con gấu
ʕᵔᴥᵔ ʔ♡ʕ✿ᵔᴥᵔʔ,con gấu
ʕᵔᴥᵔ ❀ʔ,con gấu
ʕᵔᴥᵔ`ʔ,con gấu
ʕᵔᴥᵔoʔ,con gấu
ʕᵔᴥᵔʔ,con gấu
ʕᵔᴥᵔʔ(˘U˘✿),con gấu
ʕᵔᴥᵔʔ(˘U˘✿)Zz,con gấu
ʕᵔᴥᵔʔ(˘o˘✿)Zz,con gấu
ʕᵔᴥᵔʔ(˘ᴗ˘◦✿),con gấu
ʕᵔᴥᵔʔ(˘ᴗ˘✿),con gấu
ʕᵔᴥᵔʔ/,con gấu
ʕᵔᴥᵔʔ/▼,con gấu
ʕᵔᴥᵔʔ/♥,con gấu
ʕᵔᴥᵔʔZz,con gấu
ʕᵔᴥᵔʔb,con gấu
ʕᵔᴥᵔʔฅ,con gấu
ʕᵔᴥᵔʔฅ o,con gấu
ʕᵔᴥᵔʔ⊂(´ω`⊂ ),con gấu
ʕᵔᴥᵔʔ▿,con gấu
ʕᵔᴥᵔʔ♡ʕ ᵔᴥᵔ ʔ,con gấu
ʕᵔᴥᵔʔ♥,con gấu
ʕᵔᴥᵔʔ💤,con gấu
ʕᵔᴥᵔ๑ʔ,con gấu
ʕᵔᴥᵔ◉ʔ,con gấu
ʕᵔᴥᵔ○ʔ,con gấu
ʕᵔᴥᵔ◍ʔ,con gấu
ʕᵔᴥᵔ◍ʔ(●ᴥ●▼),chó
ʕᵔᴥᵔ☆ʔ,con gấu
ʕᵔᴥᵔ♥ʔ,con gấu
ʕᵔᴥᵔ♥ʔʕᵔᴥᵔ♥ʔʕᵔᴥᵔ♥ʔ,con gấu
ʕᵔᴥᵔ✿ʔ,con gấu
ʕᵔᴥᵔ❀ʔ,con gấu
ʕᵔᴥᵔ❀ʔʕᵔᴥᵔ❀ʔ,con gấu
ʕᵔᴥᵔ❀ʔ♥,con gấu
ʕᵔᴥᵔ❀ʔ♥ʕᵔᴥᵔ ʔ,con gấu
ʕᵔᴥᵔ❁ʔ,con gấu
ʕᵔᴥᵔ❁ʔ(ᵔ㉨ᵔ✿),con gấu
ʕᵔᴥ◕ʔb,con gấu
ʕᵔⓉᵔ๑ʔ,con gấu
ʕᵔ▾ᵔ๑ʔ,con gấu
ʕᵔ㉨ᵔʔ,con gấu
ʕᵔﻌᵔʔ,con gấu
ʕᵔﻌᵔʔ(˘U˘✿),con gấu
ʕᵔﻌᵔʔ(˘u˘✿),con gấu
ʕᵔﻌᵔʔ(˘‿˘✿),con gấu
ʕᵔﻌᵔʔ(˘▿˘✿),con gấu
ʕᵔﻌᵔʔ/,con gấu
ʕᵔﻌᵔʔ/✿,con gấu
ʕᵔﻌᵔʔ/❀,con gấu
ʕᵔﻌᵔʔʕ ᵔᴥᵔ ʔ,con gấu
ʕᵔﻌᵔʔʕᵔﻌᵔʔʕᵔﻌᵔʔ,con gấu
ʕᵔﻌᵔʔ▿,con gấu
ʕᵔﻌᵔʔ♡ʕ ᵔᴥᵔ ʔ,con gấu
ʕᵔﻌᵔʔ♡ʕᵔﻌᵔʔ,con gấu
ʕᵔﻌᵔ✿ʔ,con gấu
ʕᵔﻌᵔ✿ʔ.zZ,con gấu
ʕᵕᴥᵕʔ,con gấu
ʕ’ﻌ’๑ʔ,con gấu
ʕ”̮ुॽु✚ྉ*✲ﾟ*｡⋆ *,giáng sinh
ʕ• ᴥ • ʔ┌∩┐,con gấu
ʕ• ᴥ •ʔ/🐟,con gấu
ʕ• ᴥ •ʔ┌∩┐,con gấu
ʕ• ᴥ •ʔ🐟,con gấu
ʕ• ᴥ •ʔ🐟ˁ˙͠˟˙ˀˁ˙͠˟˙ˀ,con gấu
ʕ•\\ᴥ\\•ʔ,con gấu
ʕ•`ᴥ•´ʔ,con gấu
ʕ•̀_•́ʔ,con gấu
ʕ•̀ω•́ʔ****,con gấu
ʕ•̀ω•́ʔ✧,con gấu
ʕ•́ ᴥ ˘ʔ/,con gấu
ʕ•́ ᴥ •̀ʔ,con gấu
ʕ•́ ᴥ •̀ʔ(ᵔUᵔ❀),con gấu
ʕ•́ ᴥ •̀ʔ/,con gấu
ʕ•́ ᴥ •̀ʔ/♥,con gấu
ʕ•́ ᴥ •̀ʔb,con gấu
ʕ•́ ᴥ •̀ʔʚ(╹.╹)ɞ,con gấu
ʕ•́ ᴥ •̀ʔʚ(╹.╹❀)ɞ,con gấu
ʕ•́ ᴥ •̀ʔ♡,con gấu
ʕ•́ ᴥ •̀ʔ♡ʕᵔᴥᵔʔ,con gấu
ʕ•́ ᴥ •̀ʔ❤️,con gấu
ʕ•́ ᴥ •̀ʔ❤️(ᵔ/ᴥ/ᵔU),chó
ʕ•́ ᴥ •̀✿ʔ,con gấu
ʕ•́ᴥ•̀ʔ(•͡ᴥ•❁),con gấu
ʕ•́ᴥ•̀ʔっ,con gấu
ʕ•́ᴥ•̀˵✿ʔ,con gấu
ʕ•́ᴥ•̀✿├┬┴┬,con gấu
ʕ•́ﻌ•̀ʔ,con gấu
ʕ•́ﻌ•̀✿ʔ,con gấu
ʕ•̠͡• ʔ,con gấu
ʕ•̠͡•ʔ,con gấu
ʕ•̥͡•ʔ,con gấu
ʕ•̫͡ʕ•̫͡ʕ•̫͡ʕ•̫͡•ʔ•̫͡•ʔ•̫͡•ʔ•̫͡•ʔ,con gấu
ʕ•̫͡• ʕ•̫͡•ʔ •̫͡•ʔ,con gấu
ʕ•̫͡•ʔ,con gấu
ʕ•̫͡•ʔ ʕ-̼͡-ʔ,con gấu
ʕ•̫͡•ʔ ♡ ʕ•̫͡•ʔ,con gấu
ʕ•̫͡•ʔ ♡ ʕ•͓͡• ʔ,con gấu
ʕ•̫͡•ʔ ♬ ✧,con gấu
ʕ•̫͡•ʔ ♬✧,con gấu
ʕ•̫͡•ʔ♡*:.✧,con gấu
ʕ•̫͡•ʔ♡ʕ•̫͡•ʔ,con gấu
ʕ•̫͡•ʔ♥ʕ•̫͡•ʔ,con gấu
ʕ•̫͡•ʔ♬✧,con gấu
ʕ•̫͡•ʔ❣ʕ-̼͡-ʔ,con gấu
ʕ•̫͡•ʕ*̫͡*ʕ•͓͡•ʔ-̫͡-ʕ•̫͡•ʔ*̫͡*ʔ,con gấu
ʕ•̫͡•ʕ*̫͡*ʕ•͓͡•ʔ-̫͡-ʕ•̫͡•ʔ*̫͡*ʔ-̫͡-ʔ,con gấu
ʕ•̫͡•ʕ•̫͡•ʔ•̫͡•ʔ,con gấu
ʕ•̫͡•ʕ•̫͡•ʔ•̫͡•ʔ•̫͡•ʕ•̫͡•ʔ•̫͡•ʕ•̫͡•ʕ•̫͡•ʔ•̫͡•ʔ•̫͡•ʕ•̫͡•ʔ•̫͡•ʔ,con gấu
ʕ•̫͡•ॽु✚ྉ*✲ﾟ*｡⋆ *,lấp lánh
ʕ•̫͡•ॽु✚⃞ ྉ*✲ﾟ*｡⋆ ℳෆth ℯr’s ⅅ ੨Ꮍ,lấp lánh
ʕ•̫͡•ॽु✚⃞ྉ*✲ﾟ*｡⋆ ℳෆth ℯr’s ⅅ ੨Ꮍ,lấp lánh
ʕ•̫͡•ིʔྀ,con gấu
ʕ•̫͡•ོʔ•̫͡•ཻʕ•̫͡•ʔ•͓͡•ʔ,con gấu
ʕ•̫๑͡•ʔ∣ժ̅ʒ∾ෆ⃛,con gấu
ʕ•̬͡•ʔ,con gấu
ʕ•̬͡•ʔ_ʕ•̬͡•ʔ,con gấu
ʕ•̬͡•ʕ•̫͡•♥,con gấu
ʕ•̭͡•ʕ•̯ͦ͡•ʕ•̻̀•́ʔ,con gấu
ʕ•̮͡• ʔ,con gấu
ʕ•̮͡•ʔ,con gấu
ʕ•̼͛͡• ʕ-̺͛͡•ʔ •̮͛͡•ʔ,con gấu
ʕ•̼͛͡•ʕ-̺͛͡•ʔ•̮͛͡•ʔ,con gấu
ʕ•͈͡•ʔ,con gấu
ʕ•͓͡• ʔ,con gấu
ʕ•͓͡•ʔ,con gấu
ʕ•͓͡•ʔ-̫͡-ʕ•̫͡•ʔ,con gấu
ʕ•͕͡•ʔ,con gấu
ʕ•͚͡•ʔ,con gấu
ʕ•͜ ͢ ͞ •ʔ,con gấu
ʕ•͡ ᴥ•͡  ʔ,con gấu
ʕ•͡-•ʔ,con gấu
ʕ•͡ɛ•͡ʼʼʔ,con gấu
ʕ•̫͡•ʕ_̫͡_ʕ•͓͡•ʔ-̫͡-ʕ•̫͡•ʔ_̫͡_ʔ-̫͡-ʔ,con gấu
ʕ•͡ω•ʔ,con gấu
ʕ•͡દ•ʔ,con gấu
ʕ•͡દ•ʔ❥ꋧ,con gấu
ʕ•͡౪•ʔ,con gấu
ʕ•͡ᴥ•,con gấu
ʕ•͡ᴥ• ʔ,con gấu
ʕ•͡ᴥ•*ʔ,con gấu
ʕ•͡ᴥ•-ʔ,con gấu
ʕ•͡ᴥ•oʔ,con gấu
ʕ•͡ᴥ•ʔ,con gấu
"ʕ•͡ᴥ•ʔ
(*⌒▽⌒* )",con gấu
ʕ•͡ᴥ•ʔ(˚o˚’!),con gấu
ʕ•͡ᴥ•ʔ(≧U≦❁)ɞ,con gấu
ʕ•͡ᴥ•ʔ(◕ᴗ◕˶),con gấu
ʕ•͡ᴥ•ʔ(◕ᴗ◕˶✿),con gấu
ʕ•͡ᴥ•ʔ/,con gấu
ʕ•͡ᴥ•ʔ/⋆,con gấu
ʕ•͡ᴥ•ʔ_(´ཀ`」 ∠)_,con gấu
ʕ•͡ᴥ•ʔʕ•͡ᴥ• ʔ,con gấu
ʕ•͡ᴥ•ʔ♥,con gấu
ʕ•͡ᴥ•ʔ♥ʕ˘ᴥ˘ʔ,con gấu
ʕ•͡ᴥ•ʔ♥ʕ•ᴥ•ʔ,con gấu
ʕ•͡ᴥ•ʔ♥ฅʕ˘ᴥ˘ʔ,con gấu
ʕ•͡ᴥ•ʔ♥⊂ʕ•ᴥ•⊂ʔ,con gấu
ʕ•͡ᴥ•˶ʔ,con gấu
ʕ•͡ᴥ•˶ʔ(^-^ *),con gấu
ʕ•͡ᴥ•͡ʔ,con gấu
ʕ•͡ᴥ•♡ʔ,con gấu
ʕ•͡ᴥ•♡ʔ(ᵒ˵U˵ᵒ🌸),con gấu
ʕ•͡ᴥ•♡ʔʕɵ̥̥ﻌɵ̥̥✿ʔ,con gấu
ʕ•͡ᴥ•❁ʔ,con gấu
ʕ•͡ᴥ•❁ʔ(◕ᴗ◕˶✿),con gấu
ʕ•͡ᴥ•❁ʔc(◕ᴗ◕˶✿),con gấu
ʕ•͡ᴥ•🌸ʔ,con gấu
ʕ•͡•ʔ,con gấu
ʕ•ӫ̫͡•ʔ,con gấu
ʕ•ૅૄ•ʔ,con gấu
ʕ•༘͡.•ʔ,con gấu
ʕ•ᴗ•ʔ,con gấu
ʕ•ᴥ-๑ʔ,con gấu
ʕ•ᴥ• ʔ,con gấu
ʕ•ᴥ• ʔ(oUo✿),con gấu
ʕ•ᴥ•cʔ,con gấu
ʕ•ᴥ•oʔ,con gấu
ʕ•ᴥ•oʔԅ( ˘ ω ˘ԅ ),con gấu
ʕ•ᴥ•oʔ♡,con gấu
ʕ•ᴥ•ʔ,con gấu
ʕ•ᴥ•ʔ (ˆ‿ˆ●),con gấu
ʕ•ᴥ•ʔ (・ᴥ・),chó
ʕ•ᴥ•ʔ (｡◕‿◕｡),con gấu
ʕ•ᴥ•ʔ = Cute Bear #1,con gấu
ʕ•ᴥ•ʔ(*´ ˘ `*),con gấu
ʕ•ᴥ•ʔ(oUo✿),con gấu
ʕ•ᴥ•ʔ(╹ᵕ╹✿),con gấu
ʕ•ᴥ•ʔ(⚈U⚈ ),con gấu
ʕ•ᴥ•ʔ(⚈U⚈),con gấu
ʕ•ᴥ•ʔ(⚈u⚈ ),con gấu
ʕ•ᴥ•ʔ_,con gấu
ʕ•ᴥ•ʔcʕ•ᴥ•cʔ,con gấu
ʕ•ᴥ•ʔʕ•ᴥ•ʔ,con gấu
ʕ•ᴥ•ʔε｀●),con gấu
ʕ•ᴥ•ʔψʕ•ᴥ•ʔ,con gấu
ʕ•ᴥ•ʔฅ^•ﻌ•^ฅ,con mèo
ʕ•ᴥ•ʔ‿ʕ•ᴥ•ʔ,con gấu
ʕ•ᴥ•ʔℒᵒᵛᵉᵧₒᵤ,con gấu
ʕ•ᴥ•ʔ⊂(・U・⊂),con gấu
ʕ•ᴥ•ʔ╦̵̵̿╤──,con gấu
ʕ•ᴥ•ʔ☆(˘ε˘ʃƪ),con gấu
ʕ•ᴥ•ʔ♡Lᵒᵛᵉᵧₒᵤ,con gấu
ʕ•ᴥ•ʔ♬,con gấu
ʕ•ᴥ•ʔﾉ♡,con gấu
ʕ•ᴥ•˵ʔ,con gấu
ʕ•ᴥ•˵❁ʔ,con gấu
ʕ•ᴥ•๑ʔ,con gấu
ʕ•ᴥ•⊂ʔ,con gấu
ʕ•ᴥ•⋆ ʔ,con gấu
ʕ•ᴥ•✿ʔ,con gấu
ʕ•ᴥ•❀ʔ,con gấu
ʕ•ᴥ•❁ʔ,con gấu
ʕ•ᴥ├┬┴┬┴,con gấu
ʕ•⊖•ʔ,con gấu
ʕ•⍝͡•ʔ,con gấu
ʕ•┏ل͜┓•ʔ,con gấu
ʕ•╹ᴥ╹ʔ,con gấu
ʕ•╹ᴥ╹ʔ(⁰ᴥ⁰•),con gấu
ʕ•╹ᴥ╹ʔ/,con gấu
ʕ•╹ᴥ╹ʔ/✿,con gấu
ʕ•╹ᴥ╹ʔ/❀,con gấu
ʕ•㉨• ʔ,con gấu
ʕ•㉨•`˵ʔ,con gấu
ʕ•㉨•ʔ,con gấu
ʕ•ꈊ•`ʔ,con gấu
ʕ•ﻌ•✿ʔ,con gấu
ʕ•ﻌ•｡✿ʔ,con gấu
ʕ′￫ ᴥ ￩ʔ(ˇᴥˇU),chó
ʕ′￫ ᴥ￩ʔ(ˇᴥˇU),chó
ʕ′￫ᴥ￩ʔ(ˇᴥˇU),chó
ʕ⁀ᴥ⁀ʔ,con gấu
ʕ⁀㉨⁀ʔ,con gấu
ʕ⁎̯͡⁎ ʔ༄,con gấu
ʕ⁎̯͡⁎ʔ༄,con gấu
ʕ⁎̯͡㉨⁎ʔ༄,con gấu
ʕ⁰̈ ᴥ ˘ʔ,con gấu
ʕ⁰̈ ᴥ ⁰̈ʔ,con gấu
ʕ⁰̈ᴥ⁰̈ ʔ,con gấu
ʕ⁰̈ᴥ⁰̈(⁰̈ᴥ⁰̈U),chó
ʕ⁰̈ᴥ⁰̈(⁰̈ᴥ⁰̈u),chó
ʕ⁰̈ᴥ⁰̈(◉ᴥ◉U),chó
ʕ⁰̈ᴥ⁰̈(●ᴥ●u),chó
ʕ⁰̈ᴥ⁰̈oʔ,con gấu
ʕ⁰̈ᴥ⁰̈|____|,con gấu
ʕ⁰̈ᴥ⁰̈ʔ☆(˘ ε˘ʃƪ),con gấu
ʕ⁰̈ᴥ⁰̈ʔ♥(˘ ε˘ʃƪ),chó
ʕ⁰̈ᴥ⁰̈˵ʔ,con gấu
ʕ⁰̈ᴥ⁰̈˶ʔ,con gấu
ʕ⁰̈ᴥ⁰̈●ʔ,con gấu
ʕ⁰̈ᴥ⁰̈♡ʔ,con gấu
ʕ⁰̈ᴥ⁰̈♥ʔ,con gấu
ʕ⁰̈ᴥ⁰̈❀ʔ,con gấu
ʕ⁰̈●̫⁰̈ʔ,con gấu
ʕ⁰ᴥ⁰ʔฅʕ♥ᴥ♥ʔ,con gấu
ʕ⁰ᴥ⁰̈❀ʔ,con gấu
ʕ⁰ᴥ⁰❀ʔ,con gấu
ʕ⁰ᴥ⁰❀ʔฅʕ♥ᴥ♥ʔ,con gấu
ʕ⇀ω↼ʔ,con gấu
ʕ∇ᴥ∇ʔ,con gấu
ʕ∙ჲ∙ʔ,con gấu
ʕ≋ヘ≋ʔ,con gấu
ʕ≚ᴥ≚๑ʔ,con gấu
ʕ≚ᴥ≚●ʔ,con gấu
ʕ≚Ⓣ≚ʔ,con gấu
ʕ≚Ⓣ≚๑ʔ,con gấu
ʕ≧ᴥ•๑ʔ,con gấu
ʕ≧ᴥ≦ ʔ,con gấu
ʕ≧ᴥ≦(•́U•́ ๑),con gấu
ʕ≧ᴥ≦(•́ᴗ•́ ๑),con gấu
ʕ≧ᴥ≦(•́∀•́ ๑),con gấu
ʕ≧ᴥ≦(•́⌄•́ ๑),con gấu
ʕ≧ᴥ≦´ʔhaha,con gấu
ʕ≧ᴥ≦ʔ,con gấu
ʕ≧ᴥ≦ʕ≚ᴥ≚๑ʔ,con gấu
ʕ≧ᴥ≦ʕ≚ᴥ≚🌸ʔ,con gấu
ʕ≧ᴥ≦๑ʔ,con gấu
ʕ≧ᴥ≦○ʔ,con gấu
ʕ≧ᴥ≦✿ʔ,con gấu
ʕ≧ᴥ♥๑ʔ,con gấu
ʕ≧㉨≦ʔ,con gấu
ʕ⊙ᴥ⊙ʔ,con gấu
ʕ⊜ ͟ʖ⊜ʔ,con gấu
ʕ⋆ᴥ⋆oʔ,con gấu
ʕ⋆•ᴥ•ʔ,con gấu
ʕ⋆•ᴥ•ʔ(⚈U⚈ ),con gấu
ʕ⋆•ᴥ•ʔ(⚈u⚈ ),con gấu
ʕ⌐■ ³■ʔ,con gấu
ʕ⌐■Ꮂ■ʔ,koala
ʕ⌒ᴥ⌒ʔ.zZ,con gấu
ʕ⌒ᴥ⌒ʔ.zZ ☜(⌒▽⌒),con gấu
ʕ⌒ﻌ⌒ʔ♪♫,con gấu
ʕ⍤ᴥ⍤ʔ,con gấu
ʕ⏒Ꮂ⏒ʔ,koala
ʕ⏒﹏⏒ʔ,con gấu
ʕ─ヘ─ʔ,con gấu
ʕ╥ᴥ╥ʔ,con gấu
ʕ╥ᴥ╥๑ʔ,con gấu
ʕ╥ﻌ╥๑ʔ,con gấu
ʕ╯• ⊱ •╰ʔ,con gấu
ʕ╹ ᴥ <ʔ(⁰ᴥ⁰✿),chó
ʕ╹ ᴥ ╹ʔ,con gấu
ʕ╹ ᴥ ╹ʔ(⁰ᴥ⁰✿),chó
ʕ╹ ᴥ╹ʔ,con gấu
ʕ╹//ᴥ//╹ʔ,con gấu
ʕ╹//ᴥ//╹ʔฅ,con gấu
ʕ╹//ᴥ//╹๑ʔ,con gấu
ʕ╹//ᴥ/╹ʔฅ,con gấu
ʕ╹ᴥ╹oʔ,con gấu
ʕ╹ᴥ╹ʔ,con gấu
ʕ╹ᴥ╹ʔ(⁰ᴥ⁰U),chó
ʕ╹ᴥ╹ʔ(⁰ᴥ⁰•),con gấu
ʕ╹ᴥ╹ʔ/ʕ•́ ᴥ •̀ʔ,con gấu
ʕ╹ᴥ╹ʔ/ʕ•́ ᴥ •̀๑ʔ,con gấu
