emoticon_code,description,emoticon_type
ʕ◜ᴥ◝ʔ,con gấu,western
ʕ◜ᴥ◝ʔ♬,con gấu,kaomoji
ʕ◜ᴥ◝ʔ♬♩♪♩,con gấu,kaomoji
ʕ☆´•ᴥ•ʔ,con gấu,kaomoji
ʕ☆ᴥ☆ʔ,con gấu,western
ʕ☆ᴥ☆ʔฅฅʕ˘ᴥ˘ʔ,con gấu,kaomoji
ʕ☆ᴥ☆ʔฅฅʕ☆ᴥ☆ʔ,con gấu,kaomoji
ʕ☆ᵔᴥᵔʔ,con gấu,kaomoji
ʕ☆ᵔᴥᵔʔʕᵔᴥᵔ☆ʔ,con gấu,kaomoji
ʕ☆•́ ᴥ •̀ʔʕᵔᴥᵔ☆ʔ,con gấu,kaomoji
ʕ☆•́ ᴥ •̀ʔ♡ʕᵔᴥᵔ☆ʔ,con gấu,kaomoji
ʕ☆•ᴥ•ʔ,koala,kaomoji
ʕ☆⁰̈ᴥ⁰̈ʔ,con gấu,kaomoji
ʕ☆￫ᴥ￩ʔ,con gấu,kaomoji
ʕ☉◡☉ʔ,con gấu,kaomoji
ʕ☞ᴥ ☜ʔ,con gấu,kaomoji
ʕ☼ヮ☼ʔ,con gấu,kaomoji
ʕ☼益☼ʔ,con gấu,kaomoji
ʕ☼益☼ʔʕ☼⏠☼ʔ,con gấu,kaomoji
ʕ☼﹏☼ʔ,con gấu,kaomoji
ʕ♡u♡ʔฅ,con gấu,kaomoji
ʕ♡˙ᴥ˙♡ ʔ,con gấu,kaomoji
ʕ♡˙ᴥ˙♡ʔ,con gấu,kaomoji
ʕ♡ᴥ♡ʔ,con gấu,western
ʕ♡ᴥ♡ʔʕ♡ᴥ♡ʔ,con gấu,kaomoji
ʕ♡ᴥ♡ʔฅ,con gấu,kaomoji
ʕ♡ᴥ♡ʔฅ☆ฅʕ´•ᴥ•`ʔ,con gấu,kaomoji
ʕ♡ᴥ♡ʔฅ☆ฅʕ´•ᴥ•`ʔฅ,con gấu,kaomoji
ʕ♡ᴥ♡ʔ☆ʕ♡ᴥ♡ʔ,con gấu,kaomoji
ʕ♡ᴥ♡ʔ☾✩,con gấu,kaomoji
ʕ♡•́ ᴥ •̀ʔʕᵔᴥᵔʔ,con gấu,kaomoji
ʕ♡•́ ᴥ •̀ʔʕᵔᴥᵔ♡ʔ,con gấu,kaomoji
ʕ♡•́ ᴥ •̀ʔ♥ʕᵔᴥᵔ♡ʔ,con gấu,kaomoji
ʕ♡•ᴥ•ʔε｀●),con gấu,kaomoji
ʕ♡￢ Ꮂ￢ ʔ,koala,kaomoji
ʕ♥˘ᴥ˘ʔฅ,con gấu,kaomoji
ʕ♥˘ᴥ˘ʔฅ(•ω•✿),con gấu,kaomoji
ʕ♥෴♥ʔ,con gấu,kaomoji
ʕ♥Ꮂ♥Oʔ,koala,kaomoji
ʕ♥Ꮂ♥o|ʔ,koala,kaomoji
ʕ♥Ꮂ♥oʔ,koala,kaomoji
ʕ♥Ꮂ♥ʔ,koala,western
ʕ♥Ꮂ♥ຈʔ,koala,kaomoji
ʕ♥ᴥ♥ʔʕ♥Ꮂ♥ʔ,koala,kaomoji
ʕ♥ᴥ♥ʔʕ♥ᴥ♥ʔʕ♥ᴥ♥ʔ,con gấu,kaomoji
ʕ♥ᴥ♥ʔฅ,con gấu,kaomoji
ʕ♥ᴥ♥๑ʔ,con gấu,kaomoji
ʕ♥⁰̈ᴥ⁰̈ʔ,con gấu,kaomoji
ʕ♥╹ᴥ╹ʔ,con gấu,kaomoji
ʕ♥╹ᴥ╹ʔฅʕ•́ᴥ•̀๑ʔ,con gấu,kaomoji
ʕ⚈•ᴥ•ʔっＩLᵒᵛᵉᵧₒᵤ,con gấu,kaomoji
ʕ⚈ꈍᴥꈍʔ,con gấu,kaomoji
ʕ⚈ꈍᴥꈍʔ(≗ ᆽ ≗),con mèo,kaomoji
ʕ⚈ꈍᴥꈍʔっＩLᵒᵛᵉᵧₒᵤ,con gấu,kaomoji
ʕ✖﹏✖ʔ,con gấu,kaomoji
ʕ✧ᴥ✧ʔ,con gấu,western
ʕ✧ᴥ✧ʔ=,con gấu,kaomoji
ʕ✧≖ ͜ʖ≖ʔ,con gấu,kaomoji
ʕ✧≖ ͜ʖ≖ʔᕕ(ꔸꔢꔸ)ᕗ,con gấu,kaomoji
ʕ✪ ㉨ ✪ʔ,con gấu,kaomoji
ʕ✽❛㉨❛ʔ,con gấu,kaomoji
ʕ✽❛㉨❛ʔ⊂(・U・⊂),con gấu,kaomoji
ʕ✿ ᵔᴥᵔ ʔ,con gấu,kaomoji
ʕ✿ ᵔᴥᵔ ʔb,con gấu,kaomoji
ʕ✿ ❛ᴥ❛ʔ,con gấu,kaomoji
ʕ✿-ᴥ-ʔ,con gấu,kaomoji
ʕ✿0ᴥ0ʔ,con gấu,kaomoji
ʕ✿¯ᴥ¯ʔ,con gấu,kaomoji
ʕ✿¯ᴥ¯ʔZzz,con gấu,kaomoji
ʕ✿´ó㉨ò`ʔ,con gấu,kaomoji
ʕ✿´❛ᴥ❛`ʔ,con gấu,kaomoji
ʕ✿´❛ᴥ❛`ʔb,con gấu,kaomoji
ʕ✿´❛ᴥ❛`ʔʕᵔᴥᵔ ❀ʔ,con gấu,kaomoji
ʕ✿´❛ᴥ❛`ʔʕᵔᴥᵔ ❀ʔ☀,con gấu,kaomoji
ʕ✿´❛ᴥ❛`ʔʕ╹ᴥ╹˵ʔ,con gấu,kaomoji
ʕ✿´❛ᴥ❛`ʔฅ,con gấu,kaomoji
ʕ✿´❛ᴥ❛`ʔᕦ(ᵔUᵔᕦ),con gấu,kaomoji
ʕ✿´❛ᴥ❛`ʔ⊂ʕ•ᴥ•⊂ʔ,con gấu,kaomoji
ʕ✿´❛ᴥ❛`ʔ☀,con gấu,kaomoji
ʕ✿´❛ᴥ❛`ʔ✿ʕᵔᴥᵔ ❀ʔ,con gấu,kaomoji
ʕ✿´❛ᴥ❛ʔ,con gấu,kaomoji
ʕ✿´❛㉨❛`ʔฅ,con gấu,kaomoji
ʕ✿·//ᴥ//·ʔ,con gấu,kaomoji
ʕ✿·//ᴥ//·ʔʕᵔᴥᵔ✿ʔ,con gấu,kaomoji
ʕ✿·͡ᴥ·ʔ,con gấu,kaomoji
ʕ✿·͡ᴥ·ʔฅ,con gấu,kaomoji
ʕ✿º́ﻌº̀ʔ,con gấu,kaomoji
ʕ✿ó㉨òʔ,con gấu,kaomoji
ʕ✿ó㉨òʔฅ,con gấu,kaomoji
ʕ✿˘ᴥ˘ʔ,con gấu,kaomoji
ʕ✿˙ᴥ˙ʔ,con gấu,kaomoji
ʕ✿˵oﻌo˵ʔᐢꔸ㉨ꔸ✿ᐢ,con gấu,kaomoji
ʕ✿˵ᵔᴥᵔʔ,con gấu,kaomoji
ʕ✿˵ᵔᴥᵔ˵ʔ,con gấu,kaomoji
ʕ✿˵ᵔᴥᵔ˵ʔ♡,con gấu,kaomoji
ʕ✿˵ᵔﻌᵔʔ,con gấu,kaomoji
ʕ✿˵ᵔﻌᵔʔ(ɵ_ɵ ),con gấu,kaomoji
ʕ✿˵ᵔﻌᵔʔ(≧ᴗ≦),con gấu,kaomoji
ʕ✿˵ᵔﻌᵔʔ(≧ᴗ≦◍),con gấu,kaomoji
ʕ✿˵ᵔﻌᵔʔ(◍≧ᴗ≦)(Θ(ｴ)Θ*),con gấu,kaomoji
ʕ✿˵ᵔﻌᵔʔ(●ᴥ●∪),chó,kaomoji
ʕ✿˵ᵔﻌᵔʔ(●ᴥ●▼),chó,kaomoji
ʕ✿˵ᵔﻌᵔʔ(●ᴥ●▼)┐(^▂ ^；)┌,con gấu,kaomoji
ʕ✿˵ᵔﻌᵔʔ(●ᴥ●✿∪),chó,kaomoji
ʕ✿˵ᵔﻌᵔʔ/🍎,con gấu,kaomoji
ʕ✿˵ᵔﻌᵔʔʕ0ᴥ0❀ʔ,con gấu,kaomoji
ʕ✿˵ᵔﻌᵔʔʕ·ᴥ·๑ʔ,con gấu,kaomoji
ʕ✿˵ᵔﻌᵔʔʕᵔᴥᵔ✿ʔ,con gấu,kaomoji
ʕ✿˵ᵔﻌᵔʔʕ⁰̈ᴥ⁰̈❀ʔ,con gấu,kaomoji
ʕ✿˵ᵔﻌᵔʔʕ●ᴥ●❀ʔ,con gấu,kaomoji
ʕ✿˵ᵔﻌᵔʔ┐(^▂ ^；)┌,con gấu,kaomoji
ʕ✿˵ᵔﻌᵔʔ♡,con gấu,kaomoji
ʕ✿˵ᵔﻌᵔʔ♡❀╲ʕ·ᴥ·˵ ʔ,con gấu,kaomoji
ʕ✿˵ᵔﻌᵔʔ♥,con gấu,kaomoji
ʕ✿˵ᵔﻌᵔʔ❀╲ʕ·ᴥ·˵ ʔ,con gấu,kaomoji
ʕ✿˵ᵔﻌᵔʔ🍎,con gấu,kaomoji
ʕ✿˵ᵔﻌᵔʔ🍐ʕ●ᴥ●˵ʔ,con gấu,kaomoji
ʕ✿˵ᵔﻌᵔ˵ʔ,con gấu,kaomoji
ʕ✿˵ᵔﻌᵔ˵ʔʕ·ᴥ·๑ʔ,con gấu,kaomoji
ʕ✿˵ᵔﻌᵔ˵ʔʕᵔ//ᴥ//ᵔ ʔ,con gấu,kaomoji
ʕ✿˵ᵔﻌᵔ˵ʔᐢꔸ㉨ꔸ✿ᐢ,con gấu,kaomoji
ʕ✿˵ᵔﻌᵔ˵ʔ≧ε≦❁)β,con gấu,kaomoji
ʕ✿˵ᵔﻌᵔ˵ʔ♡,con gấu,kaomoji
ʕ✿˵ᵔﻌᵔ˵ʔ♡ʕᵔ//ᴥ//ᵔ ʔ,con gấu,kaomoji
ʕ✿˵ᵔﻌᵔ˵ʔ♡❀╲ʕ·ᴥ·˵ ʔ,con gấu,kaomoji
ʕ✿˵ᵔﻌᵔ˵ʔ♥,con gấu,kaomoji
ʕ✿˵ᵔﻌᵔ˵ʔ♥ʕ≚ᴥ≚oʔ,con gấu,kaomoji
ʕ✿˵❛ᴥ❛ʔƸ̵̡Ӝ̵̨̄Ʒ,con gấu,kaomoji
ʕ✿˵❛ᴥ❛ʔ☆ﾟ,con gấu,kaomoji
ʕ✿˵ꔸⓉꔸʔ,con gấu,kaomoji
ʕ✿˵ꔸⓉꔸʔ🔪,con gấu,kaomoji
ʕ✿˵ꔸⓉꔸ˵ʔᐢꔸ㉨ꔸ✿ᐢ,con gấu,kaomoji
ʕ✿˵ꔸⓉꔸ˵ʔ🍅,con gấu,kaomoji
ʕ✿˵ꔸⓉꔸ˵ʔ🔪,con gấu,kaomoji
ʕ✿˵ꔸⓉꔸ˵ʔ🥕,con gấu,kaomoji
ʕ✿˵ꔸⓉꔸ˵ʔ🥗,con gấu,kaomoji
ʕ✿˵ꔸﻌꔸ˵ʔᐢꔸ㉨ꔸ✿ᐢ,con gấu,kaomoji
ʕ✿πﻌπʔ,con gấu,kaomoji
ʕ✿๑•́ ᴥ •̀ʔ,con gấu,kaomoji
ʕ✿๑•́ ᴥ •̀ʔ(⁰ᴥ⁰๑),koala,kaomoji
ʕ✿๑•́ ᴥ •̀ʔ/♥,con gấu,kaomoji
ʕ✿๑•́ ᴥ •̀๑ʔ,con gấu,kaomoji
ʕ✿๑•́ ᴥ •̀๑ʔ(⁰ᴥ⁰๑),koala,kaomoji
ʕ✿๑•́ ᴥ •̀๑ʔ/♥,con gấu,kaomoji
ʕ✿๑•́ ᴥ •̀๑ʔʕ•́ ᴥ •̀๑ʔ,con gấu,kaomoji
ʕ✿๑•́ ᴥ •̀๑ʔ•́ ᴥ •̀๑ʔ,con gấu,kaomoji
ʕ✿๑•́ ᴥ •̀๑✿ʔ,con gấu,kaomoji
ʕ✿๑•́ ◡ •̀๑ʔ,con gấu,kaomoji
ʕ✿ᴥ✿ ʔ,con gấu,kaomoji
ʕ✿ᵔᴥᵔʔ,con gấu,kaomoji
ʕ✿ᵔᴥᵔʔ( ˘ᴗ˘  ),con gấu,kaomoji
ʕ✿ᵔᴥᵔʔ( ˘ᴗ˘✿ ),con gấu,kaomoji
ʕ✿ᵔᴥᵔʔ(˘͈ ω ˘͈),con gấu,kaomoji
ʕ✿ᵔᴥᵔʔ(˘ᴗ˘◦),con gấu,kaomoji
ʕ✿ᵔᴥᵔʔʕᵔᴥᵔ ʔ,con gấu,kaomoji
ʕ✿ᵔᴥᵔʔʕ⁰̈ᴥ⁰̈oʔ,con gấu,kaomoji
ʕ✿ᵔᴥᵔʔʕ⁰̈ᴥ⁰̈❀ʔ,con gấu,kaomoji
ʕ✿ᵔᴥᵔʔʕ○ᴥ○ ʔ,con gấu,kaomoji
ʕ✿ᵔᴥᵔʔ♥,con gấu,kaomoji
ʕ✿ᵔᴥᵔʔ❀,con gấu,kaomoji
ʕ✿ᵔᴥᵔʔ❀ʕπﻌπ๑ʔ,con gấu,kaomoji
ʕ✿ᵔᴥᵔʔ❀⊂ʕ•ᴥ•⊂ʔ,con gấu,kaomoji
ʕ✿ᵔﻌᵔʔ,con gấu,kaomoji
ʕ✿ᵔﻌᵔʔ(≧ᴗ≦O),con gấu,kaomoji
ʕ✿ᵔﻌᵔʔ(≧ᴗ≦˵),con gấu,kaomoji
ʕ✿ᵔﻌᵔʔ(≧ᴗ≦◍),con gấu,kaomoji
ʕ✿ᵔﻌᵔʔ(●ᴥ●∪),con gấu,kaomoji
ʕ✿ᵔﻌᵔʔ.zZ,con gấu,kaomoji
ʕ✿ᵔﻌᵔʔʕ ᵔﻌᵔ ʔ,con gấu,kaomoji
ʕ✿ᵔﻌᵔʔʕ ᵔﻌᵔ●ʔ,con gấu,kaomoji
ʕ✿ᵔﻌᵔʔʕ·ᴥ·๑ʔ,con gấu,kaomoji
ʕ✿ᵔﻌᵔʔʕᵔ˵ﻌ˵ᵔ✿ʔ,con gấu,kaomoji
ʕ✿ᵔﻌᵔʔʕᵔﻌᵔ●ʔ,con gấu,kaomoji
ʕ✿ᵔﻌᵔʔʕᵔﻌᵔ✿ʔ,con gấu,kaomoji
ʕ✿ᵔﻌᵔʔʕ•́ﻌ•̀✿ʔ,con gấu,kaomoji
ʕ✿ᵔﻌᵔʔʕ≚ᴥ≚๑ʔ,con gấu,kaomoji
ʕ✿ᵔﻌᵔʔʕ≚ᴥ≚●ʔ,con gấu,kaomoji
ʕ✿ᵔﻌᵔʔ♡,con gấu,kaomoji
ʕ✿ᵔﻌᵔʔ♡.zZ,con gấu,kaomoji
ʕ✿ᵔﻌᵔʔ♡ʕᵔᴥᵔ ❀ʔ,con gấu,kaomoji
ʕ✿ᵔﻌᵔʔ♡ʕᵔﻌᵔ  ʔ,con gấu,kaomoji
ʕ✿ᵔﻌᵔʔ♡ʕᵔﻌᵔ✿ʔ,con gấu,kaomoji
ʕ✿ᵔﻌᵔʔ♥,con gấu,kaomoji
ʕ✿ᵔﻌᵔʔ♥ʕ·ᴥ·˵ ʔ,con gấu,kaomoji
ʕ✿ᵔﻌᵔʔ♥ʕ￫ ᴥ ￩✿ʔ,con gấu,kaomoji
ʕ✿ᵔﻌᵔʔ❀ʕ·ᴥ·˵ ʔ,con gấu,kaomoji
ʕ✿ᵔﻌᵔʔ❀╲ʕ·ᴥ·˵ ʔ,con gấu,kaomoji
ʕ✿ᵔﻌᵔ˵ʔ,con gấu,kaomoji
ʕ✿ᵔﻌᵔ˵ʔʕ˵ᵔﻌᵔ✿ʔ,con gấu,kaomoji
ʕ✿ᵔﻌᵔ˵ʔʕᵔﻌ˵ᵔ✿ʔ,con gấu,kaomoji
ʕ✿ᵔﻌ•̀ʔ,con gấu,kaomoji
ʕ✿ᵔﻌ•̀ʔʕ ᵔﻌᵔ ʔ,con gấu,kaomoji
ʕ✿ᵔﻌ•̀ʔ♡,con gấu,kaomoji
ʕ✿•́ ᴥ •̀ʔ,con gấu,kaomoji
ʕ✿•́ ᴥ •̀ʔ(●ε●❀),con gấu,kaomoji
ʕ✿•́ ᴥ •̀ʔʕᵔᴥᵔ☆ʔ,con gấu,kaomoji
ʕ✿•́ ᴥ •̀ʔ⊃━⋆,con gấu,kaomoji
ʕ✿•́ ᴥ •̀ʔ☆,con gấu,kaomoji
ʕ✿•́ ᴥ •̀ʔ♡,con gấu,kaomoji
ʕ✿•́ ᴥ •̀๑ʔ,con gấu,kaomoji
ʕ✿•́ᴥ•̀ʔʕ•́ᴥ•̀๑ʔ,con gấu,kaomoji
ʕ✿•́ᴥ•̀ʔʕ•́ᴥ•̀✿ʔ,con gấu,kaomoji
ʕ✿•́ﻌᵔʔ,con gấu,kaomoji
ʕ✿•́ﻌ•̀ʔ,con gấu,kaomoji
ʕ✿•͡ᴥ•ʔ,con gấu,kaomoji
ʕ✿•͡ᴥ•ʔ(◕ᴗ◕),con gấu,kaomoji
ʕ✿•͡ᴥ•ʔ(◕ᴗ◕˶),con gấu,kaomoji
ʕ✿•͡ᴥ•ʔʕ•͡ᴥ• ʔ,con gấu,kaomoji
ʕ✿•ᴥ•ʔ╦̵̵̿╤──,con gấu,kaomoji
ʕ✿•ᴥ•✿ʔ,con gấu,kaomoji
ʕ✿′￫ᴥ￩ʔ(ˇᴥˇU),chó,kaomoji
ʕ✿≧ᴥ≦ʔ^•ﻌ•o^,con mèo,kaomoji
ʕ✿╹ᴥ╹ʔ,con gấu,kaomoji
ʕ✿╹ᴥ╹ʔฅ,con gấu,kaomoji
ʕ✿▽ᴥ▽ʔฅ,con gấu,kaomoji
ʕ✿◉ᴥ◉ʔ,con gấu,kaomoji
ʕ✿◉ᴥ◉ʔʕ◉ᴥ◉ ʔ,con gấu,kaomoji
ʕ✿○ᴥ○ʔ,con gấu,kaomoji
ʕ✿○ᴥ○ʔʕ○ᴥ○ ʔ,con gấu,kaomoji
ʕ✿●ᴥ●ʔฅ,con gấu,kaomoji
ʕ✿◕ᴥ◕ʔ,con gấu,kaomoji
ʕ✿◠ᴥ◠ʔ,con gấu,kaomoji
ʕ✿★ᴥ★ʔ,con gấu,kaomoji
ʕ✿♡ω♡ʔ,con gấu,kaomoji
ʕ✿♡ᴥ♡ʔ,con gấu,kaomoji
ʕ✿❛//ᴥ/❛ʔ,con gấu,kaomoji
ʕ✿❛/ᴥ/❛ʔ,con gấu,kaomoji
ʕ✿❛ᴥ❛ʔ,con gấu,kaomoji
ʕ✿ツ✿ʔ,con gấu,kaomoji
ʕ✿ꔸⓉꔸʔ,con gấu,kaomoji
ʕ✿￫ᴥ￩ʔ,con gấu,kaomoji
ʕ✿￫ᴥ￩ʔ(ˇᴥˇU),con gấu,kaomoji
ʕ✿￫ᴥ￩ʔ(ˇᴥˇᵕ̣̣̣̣̣̣),chó,kaomoji
ʕ✿￫ᴥ￩ʔ(ᵕ̣̣̣̣̣̣ᴥᵕ̣̣̣̣̣̣),chó,kaomoji
ʕ✿￫ᴥ￩ʔฅ,con gấu,kaomoji
ʕ❀0ᴥ0ʔʕ•́ ᴥ •̀๑ʔ,con gấu,kaomoji
ʕ❀>ᴥ0ʔ,con gấu,kaomoji
ʕ❀>ᴥoʔ,con gấu,kaomoji
ʕ❀>ᴥoʔ(・◡・❀),con gấu,kaomoji
ʕ❀TﻌTʔ,con gấu,kaomoji
ʕ❀TﻌTʔ/,con gấu,kaomoji
ʕ❀oﻌoʔ(ﾟヮﾟ),con gấu,kaomoji
ʕ❀oﻌoʔ/,con gấu,kaomoji
ʕ❀oﻌoʔʕoﻌo❀ʔ,con gấu,kaomoji
ʕ❀oﻌoʔʕɵﻌɵ●ʔ,con gấu,kaomoji
ʕ❀oﻌoʔ☚(ﾟヮﾟ☚),con gấu,kaomoji
ʕ❀oﻌoʔ🍈,con gấu,kaomoji
ʕ❀oﻌoʔ🍌,con gấu,kaomoji
ʕ❀oﻌoʔ🍌(ᵔ㉨ᵔ✿),con gấu,kaomoji
ʕ❀oﻌoʔ🍌ʕɵﻌɵ●ʔ,con gấu,kaomoji
ʕ❀oﻌoʔ🍎,con gấu,kaomoji
ʕ❀oﻌoʔ🍐,con gấu,kaomoji
ʕ❀oﻌoʔ🥭,con gấu,kaomoji
ʕ❀oﻌoʔ🥭(ᵔ㉨ᵔ✿),con gấu,kaomoji
ʕ❀uᴥuʔ/,con gấu,kaomoji
ʕ❀uﻌuʔ/,con gấu,kaomoji
ʕ❀uﻌuʔ/🥭,con gấu,kaomoji
ʕ❀¯ᴥ¯ʔ,con gấu,kaomoji
ʕ❀¯ᴥ¯ʔ(❛0❛❁),con gấu,kaomoji
ʕ❀¯ᴥ¯ʔ(❛o❛❁),con gấu,kaomoji
ʕ❀¯ᴥ¯ʔ(︶｡︶✽),con gấu,kaomoji
ʕ❀¯ᴥ¯ʔ/,con gấu,kaomoji
ʕ❀¯ᴥ¯ʔzz,con gấu,kaomoji
ʕ❀¯ᴥ¯ʔzzʕ˘ᴥ˘๑ʔ,con gấu,kaomoji
ʕ❀¯ᴥ¯ʔʕᵔᴥᵔ❀ʔ,con gấu,kaomoji
ʕ❀¯ᴥ¯ʔʕ❛ᴥ❛๑ʔ,con gấu,kaomoji
ʕ❀¯ᴥ¯ʔ💤(︶｡︶✽),con gấu,kaomoji
ʕ❀´ᵔᴥᵔʔ,con gấu,kaomoji
ʕ❀´❛ᴥᵔʔ,con gấu,kaomoji
ʕ❀´❛ᴥ❛ʔ,con gấu,kaomoji
ʕ❀´･ᴥᵔʔ,con gấu,kaomoji
ʕ❀´･ᴥ･ʔ,con gấu,kaomoji
ʕ❀º́ﻌº̀ʔ,con gấu,kaomoji
ʕ❀º́ﻌº̀ʔʕoᵔﻌᵔʔ,con gấu,kaomoji
ʕ❀º́ﻌº̀ʔʕoᵔﻌᵔʔ♥,con gấu,kaomoji
ʕ❀˵❛ᴥ❛ʔ☆ﾟ,con gấu,kaomoji
ʕ❀˵❛ᴥ❛ʔ☆ﾟ.*･｡ﾟ,con gấu,kaomoji
ʕ❀ᵔ ᴥ ᵔʔ,con gấu,kaomoji
ʕ❀ᵔ ᴥ ᵔʔ(ᵔ㉨ᵔ✿),con gấu,kaomoji
ʕ❀ᵔ ᴥ •̀ʔ(ᵔ㉨ᵔ✿),con gấu,kaomoji
ʕ❀ᵔ ᴥ╹ʔ,con gấu,kaomoji
ʕ❀ᵔᴥᵔʔ,con gấu,kaomoji
ʕ❀ᵔᴥᵔʔ(≧U≦✿),con gấu,kaomoji
ʕ❀ᵔᴥᵔʔ(≧∀≦✿),con gấu,kaomoji
ʕ❀ᵔᴥᵔʔ(☉д☉),con gấu,kaomoji
ʕ❀ᵔᴥᵔʔ/,con gấu,kaomoji
ʕ❀ᵔᴥᵔʔʕᵔᴥᵔ❀ʔ,con gấu,kaomoji
ʕ❀ᵔᴥᵔʔ♡,con gấu,kaomoji
ʕ❀ᵔᴥᵔʔ♥,con gấu,kaomoji
ʕ❀ᵔᴥᵔʔヾ(＾∇＾),con gấu,kaomoji
ʕ❀ᵔᴥ•ʔ/,con gấu,kaomoji
ʕ❀ᵔᴥ•ʔ♡,con gấu,kaomoji
ʕ❀ᵔﻌᵔʔʕoﻌo●ʔ,con gấu,kaomoji
ʕ❀•́ ᴥ •̀ʔ,con gấu,kaomoji
ʕ❀•́ ᴥ •̀ʔ(ᵔ㉨ᵔ✿),con gấu,kaomoji
ʕ❀•́ ᴥ •̀ʔʚ(╹.╹)ɞ,con gấu,kaomoji
ʕ❀•ᴥ•ʔ/,con gấu,kaomoji
ʕ❀•ᴥ•ʔʕ•ᴥ•❀ʔ,con gấu,kaomoji
ʕ❀•ᴥ•ʔ♡,con gấu,kaomoji
ʕ❀•ﻌ•ʔ(≧U≦●),con gấu,kaomoji
ʕ❀•ﻌ•ʔ(≧ω≦●),con gấu,kaomoji
ʕ❀•ﻌ•ʔ(ﾟヮﾟ),con gấu,kaomoji
ʕ❀⁰̈ᴥ⁰̈ʔ(’ ⌣ ˉ✿),con gấu,kaomoji
ʕ❀⁰̈ᴥ⁰̈ʔʕ•́ ᴥ •̀๑ʔ,con gấu,kaomoji
ʕ❀≚ᴥ≚ʔʕ•́ ᴥ •̀๑ʔ,con gấu,kaomoji
ʕ❀≚ᴥ≚ʔʕ≚ᴥ≚๑ʔ,con gấu,kaomoji
ʕ❀≧ᴥ≦ʔ^•ﻌ•o^,con mèo,kaomoji
ʕ❀⌒ﻌ⌒ʔ,con gấu,kaomoji
ʕ❀⌒ﻌ⌒ʔ♪,con gấu,kaomoji
ʕ❀⌒ﻌ⌒ʔ♪♫,con gấu,kaomoji
ʕ❀╹ ᴥ╹ʔ,con gấu,kaomoji
ʕ❀╹ﻌ╹ʔ(ﾟヮﾟ),con gấu,kaomoji
ʕ❀●ᴥ●ʔฅ,con gấu,kaomoji
ʕ❀❛ᴥ❛ʔ,con gấu,kaomoji
ʕ❀･ ᴥ･ ʔ,con gấu,kaomoji
ʕ❀･ ᴥ･ ʔ(≖ ︿ ≖ ✿),con gấu,kaomoji
ʕ❀･ ᴥ･ ʔʕ•ᴥ•oʔ,con gấu,kaomoji
ʕ❀･ ᴥ･ ʔʕ•ᴥ•❀ʔ,con gấu,kaomoji
ʕ❀･ ᴥ･ʔ,con gấu,kaomoji
ʕ❀･ᴥ･ʔ,con gấu,kaomoji
ʕ❁-ᴥ-ʔ(❁ºัUºั),con gấu,kaomoji
ʕ❁-ᴥ-ʔฅ,con gấu,kaomoji
ʕ❁-ᴥ-ʔ💤,con gấu,kaomoji
ʕ❁¯ᴥ¯ʔ,con gấu,kaomoji
ʕ❁¯ᴥ¯ʔ(╹ᵕ╹❀),con gấu,kaomoji
ʕ❁¯ᴥ¯ʔ(❛U❛❁),con gấu,kaomoji
ʕ❁¯ᴥ¯ʔʕ♥ᴥ♥ʔ,con gấu,kaomoji
ʕ❁¯ᴥ¯ʔʕ❀･ ᴥ･ ʔ,con gấu,kaomoji
ʕ❁¯ᴥ¯ʔʕ･ ᴥ･ ʔ,con gấu,kaomoji
ʕ❁¯ᴥ¯ʔʕ･ ᴥ･๑ʔ,con gấu,kaomoji
ʕ❁¯ᴥ¯ʔ❀,con gấu,kaomoji
ʕ❁·//ᴥ//·ʔ,con gấu,kaomoji
ʕ❁๑❛㉨❛ʔ,con gấu,kaomoji
ʕ❁ᵔ//ᴥ//ᵔʔ(≧◡≦✿),con gấu,kaomoji
ʕ❁ᵔ//ᴥ/ᵔʔ(≧◡≦✿),con gấu,kaomoji
ʕ❁ᵔ//ᴥᵔʔ(≧◡≦✿),con gấu,kaomoji
ʕ❁ᵔᴥᵔʔ(≧◡≦✿),con gấu,kaomoji
ʕ❁•́ ᴥ •̀ʔ,con gấu,kaomoji
ʕ❁•́ᴥ •̀ʔ,con gấu,kaomoji
ʕ❁•́ᴥ•̀ʔ,con gấu,kaomoji
ʕ❁•́ᴥ•̀ʔ(•͡ᴥ•  ),con gấu,kaomoji
ʕ❁⁰̈ᴥ⁰̈ʔ,con gấu,kaomoji
ʕ❁⁰̈ᴥ⁰̈ʔʕ⁰̈ᴥ⁰̈oʔ,con gấu,kaomoji
ʕ❁⁰̈ᴥ⁰̈ʔʕ⁰̈ᴥ⁰̈❁ʔ,con gấu,kaomoji
ʕ❁▽ᴥ▽ʔฅ,con gấu,kaomoji
ʕ❁❛㉨❛ʔ,con gấu,kaomoji
ʕ❛//ᴥ/❛ʔ,con gấu,kaomoji
ʕ❛ᴥ❛ ●ʔ,con gấu,kaomoji
ʕ❛ᴥ❛ʔ,con gấu,western
ʕ❛ᴥ❛ʔ/☆,con gấu,kaomoji
ʕ❛ᴥ❛˵ʔ,con gấu,kaomoji
ʕ❛ᴥ❛๑ʔ,con gấu,kaomoji
ʕ❛ᴥ❛•ʔ,con gấu,kaomoji
ʕ❛ᴥ❛●ʔ,con gấu,kaomoji
ʕ❛ᴥ❛♡ʔ,con gấu,kaomoji
ʕ❛ᴥ❛✿ʔ,con gấu,kaomoji
